youtube_id,bpm,key,camelot,energy
cYTmfieE8jI,104,B major,1B,0.194623
gjRLbzxz_3Y,100,C# minor,12A,0.183285
Pxs3jGy9k9w,125,F minor,4A,0.092443
6D68uNsqxvY,125,D minor,7A,0.008981
rg7BmihDob4,128,C minor,5A,0.292399
jkj0yAL0tLE,125,F minor,4A,0.311646
vOkW8zUXUxA,126,E major,12B,0.270655
1K5IgfzQ4jY,102,F minor,4A,0.249704
LL4bn87yFfM,128,F minor,4A,0.267869
x8UG1ZkuqS4,128,F# minor,11A,0.338806
tgLL6nEBf_M,128,F# minor,11A,0.037021
GSYfF6ZiFw8,129,C minor,5A,0.163521
HwTVGCh6W18,134,F# minor,11A,0.310354
xfi1pu5V0_0,103,G minor,6A,0.293317
VKltPq61SRQ,125,C minor,5A,0.242508
872lmFmynio,120,A minor,8A,0.140932
zdoyapuXM_s,125,G minor,6A,0.279203
9xq5bX7KXVY,117,A# major,6B,0.263808
thinTjSYyak,117,A# minor,3A,0.282467
uX0WCaMtJBU,125,G# minor,1A,0.206535
NAt6LG4d0ec,125,G major,9B,0.225166
BUb8CBEKaNI,122,D# minor,2A,0.202994
LGR1MI1TKa8,122,F minor,4A,0.229295
jPS-84vSn4w,120,A major,11B,0.246213
BYXOUjEDBEQ,120,D# minor,2A,0.269545
WLK6killqSI,123,F# minor,11A,0.263836
hAKaNVtiQdU,137,D# minor,2A,0.256007
N5xD1I9DcsA,128,D minor,7A,0.236205
ZaHOsXk00Vk,120,C# minor,12A,0.148784
hD6hxVxns0U,122,C# minor,12A,0.270371
UtV2rLaD2ek,123,E minor,9A,0.167336
gGzPgTq7UjU,131,E minor,9A,0.223786
GxiAr2hi_YQ,128,F# minor,11A,0.202204
lrTQJqdp3bI,141,C# minor,12A,0.252913
40ARTOmFw0A,129,D# minor,2A,0.243228
H2ejQgFxD5g,128,E minor,9A,0.325934
ajbU57sN7i0,134,C major,8B,0.259936
DndpJmAmhyI,137,D# minor,2A,0.294947
xfAGmV3yULg,131,D minor,7A,0.188111
w9M6GKGViuM,125,A# minor,3A,0.262862
nHi1vco6xx4,106,D# minor,2A,0.177908
sdKkMHDG2_c,125,A minor,8A,0.216268
EbjEXMos14Y,125,F# minor,11A,0.362272
RLa2kgjGOUA,137,A# major,6B,0.302065
3OT3u8yCw4Q,137,C major,8B,0.158721
NnEkDuIMCAI,112,G# major,4B,0.254966
JOcbCTt8ifM,137,G minor,6A,0.188351
87m99w0apcM,137,E major,12B,0.308181
BPNCTSTuLx4,125,D minor,7A,0.202497
h7XqDZG-BSc,122,A# major,6B,0.249779
m3ozy92-FP0,125,B minor,10A,0.247481
c8E84Entxyw,125,D# minor,2A,0.35106
Xo3H56mNAw8,125,G minor,6A,0.181526
WUwLNIZbcXQ,126,C minor,5A,0.332639
BfKTzaFEPpE,122,C major,8B,0.200378
WdNtp37ocvk,125,D minor,7A,0.111793
pq-LQKLARp8,148,G# major,4B,0.208925
ZvMR_ysoBQc,148,C minor,5A,0.334006
oh2LWWORoiM,110,A minor,8A,0.315079
MqxU9fhoYko,110,E minor,9A,0.358611
W2bj8KHYhzs,148,B minor,10A,0.352536
wfu0DQ70awo,148,B minor,10A,0.355584
9lecJdvkIbs,148,F# minor,11A,0.243793
DRwH4yeBgP8,148,C# major,3B,0.139535
qEHM1zY7ne8,148,B minor,10A,0.11697
1eWdbMBYlH4,141,F# minor,11A,0.324794
N8t8u5UsnXE,148,G minor,6A,0.234294
LZpJ7aV8vV8,148,E minor,9A,0.273927
sbud-cYRc30,129,F# major,2B,0.223681
MrYNacHSfNg,128,C major,8B,0.33449
7z7_1bW2B0Y,126,E minor,9A,0.174854
lPICFcs1bGE,128,E minor,9A,0.182053
W-5vPHwWsrg,128,C# major,3B,0.232249
AWlb8rDY7VY,125,D# minor,2A,0.421209
MvbtqJTi94I,126,A# major,6B,0.094431
bCWmsuwwMbw,128,C major,8B,0.261434
0PYnuv-n2H4,126,D# major,5B,0.121184
Ff2ANpDan-Q,126,A# minor,3A,0.344651
2r6nFfkHR_o,129,C# minor,12A,0.285342
7-OZbn1MsRc,122,F# minor,11A,0.075719
4xPWmUF2zYk,125,C# minor,12A,0.155327
KBAH6YnQdB0,125,A# minor,3A,0.361644
iqOqmRZbvC0,125,D# minor,2A,0.155624
sKdHH7oXrbY,125,E minor,9A,0.259173
c3FNi8kQwAY,122,F minor,4A,0.182521
C6B1mBqRqUs,125,C# minor,12A,0.220716
7Ro42kFdumc,120,C# minor,12A,0.210933
LF52fQSacm0,120,F# minor,11A,0.234311
72cKG350474,122,B minor,10A,0.252004
u5TW5LjEhEA,125,G minor,6A,0.193192
l5jbGyNJB6k,120,B major,1B,0.15213
psmfdtg8CXk,122,A# minor,3A,0.181908
TTtAm3yLxuU,128,G major,9B,0.269569
MKJNr8mU-xo,117,F# minor,11A,0.165795
frD5AeEYhPE,120,D major,10B,0.176278
8-BLwkqPSxI,123,C# major,3B,0.133729
gfn-ToBX_4w,122,A major,11B,0.354004
rSIX4kXq2nM,117,D minor,7A,0.11425
i_I6f5RcoL8,125,G# minor,1A,0.233927
Vf4k3zpcNHU,126,D# minor,2A,0.070568
oydCG8CtBRM,125,D# minor,2A,0.2246
9oK2zJogmzo,125,A major,11B,0.288606
J0Z8FUYUkZ0,128,E major,12B,0.12282
VvEHBoosZc4,128,C# minor,12A,0.235026
AwrNUkokOcs,131,D minor,7A,0.312603
Ns0_U0jWCvs,128,A# minor,3A,0.184047
5RTFxvy5ups,125,C# major,3B,0.260714
2xM6MKeXGbc,125,A# minor,3A,0.261297
wIyOLCwZaAk,125,G minor,6A,0.397628
zc7k16kVva8,129,F major,7B,0.351425
4M-RKqRbJOs,126,E minor,9A,0.28458
ORd4xI60hY8,126,F major,7B,0.365036
HYfuQRAPetA,128,B minor,10A,0.447625
iP3esKuF9ew,128,A# minor,3A,0.307037
I2K_8XcMfhk,85,E minor,9A,0.186708
YUuINRzOug8,87,C# minor,12A,0.395794
E24hixgK28I,88,B minor,10A,0.33498
6A0XP_KlomI,117,F minor,4A,0.252497
w1PQQLZRGpA,88,D minor,7A,0.417697
C6sme5o7-DQ,115,A minor,8A,0.482886
H1NU5pivNU8,88,F minor,4A,0.366594
Y2lLouc5VcM,117,F minor,4A,0.337668
P_q762limdM,176,F minor,4A,0.344906
hlXj4WkiM0s,117,G minor,6A,0.321848
p0Yxx2xHBvU,117,D minor,7A,0.288355
oAeotgCHL3E,115,A major,11B,0.274216
8LSCOBzgOFU,125,D major,10B,0.259617
rWn3ygmxXfM,125,G# minor,1A,0.239365
m0nf8FOOFt8,128,F# minor,11A,0.331111
CHabVk1XMuk,128,C major,8B,0.197596
ko2XiIl3MKA,125,B minor,10A,0.165791
3kn7qHqYnQk,125,G major,9B,0.203428
O6qDfEwWndg,125,G minor,6A,0.333998
XK0fDsKMlos,125,G minor,6A,0.335734
U7F1c4tDVuE,125,G minor,6A,0.304575
53e22zAb6oY,128,G minor,6A,0.176511
3_Tv6YRoMtw,128,C# minor,12A,0.127122
WQiBGdy2b0k,134,A minor,8A,0.286743
kcStti_AYq8,115,G# minor,1A,0.186617
eqDN8navQXg,115,F minor,4A,0.285664
EshGtM8d7c8,117,D minor,7A,0.294486
Ym9IGl0HIA4,176,F# minor,11A,0.419531
0b7TTHL8sRs,115,F# minor,11A,0.192212
PtQl4em7ur0,115,A major,11B,0.338855
i5h_snlP8d0,117,G# minor,1A,0.290664
A0ISWRWbOEw,117,E minor,9A,0.143381
fMP8xZdKs4Y,128,D# major,5B,0.11956
_0Y7LFRwUZE,128,F minor,4A,0.264522
fncvTgm0loY,129,G# major,4B,0.150888
lUOSe6QcP_c,128,G major,9B,0.34302
k42MNsZcXzQ,128,F minor,4A,0.285819
6Y7lSth-buI,117,B major,1B,0.205672
5H5FFRAFeJ4,120,E minor,9A,0.248046
PRRekGq4KVc,122,G minor,6A,0.239267
u23l429a7g4,120,F minor,4A,0.208957
brqx58pofPE,125,A major,11B,0.314279
3e56r2j8Dn8,129,D# major,5B,0.228103
8c785hnVenU,128,C minor,5A,0.182803
Am0HNoCUZtg,125,E minor,9A,0.050263
8A_Wts0WHhI,156,E minor,9A,0.15975
MzKrszohZVY,100,C minor,5A,0.248255
-54tZasmmx4,134,G minor,6A,0.192403
DDRPf8KHawY,117,G minor,6A,0.251643
WK54E7QxTms,122,D minor,7A,0.131654
Py4Jn5IO9k4,128,D major,10B,0.149026
Ttoja75Kh2Q,96,B minor,10A,0.090626
iKgT0MP4D3g,120,C major,8B,0.147865
v6YOBStnYbA,110,F major,7B,0.20515
kVcT0u2Yng0,156,D minor,7A,0.294864
IKFZo4BYbHA,117,F# minor,11A,0.295736
xGywAxktmPY,122,F# minor,11A,0.319126
KNgB1NA4DAk,120,F# minor,11A,0.066735
yeL1fpGLm9I,120,F# minor,11A,0.180855
bSXGnohm9ds,120,D minor,7A,0.350946
Lvl4jaC2CDQ,125,E minor,9A,0.05516
FbQAF559U4U,131,C# minor,12A,0.213849
yzNW_w_p8io,129,C minor,5A,0.071512
Ggng1RTdRvk,115,E minor,9A,0.251572
1Xabqdj9Zg4,117,G major,9B,0.182917
dKp694M8Hg4,125,D# minor,2A,0.306225
YERIXmNdp2I,125,C minor,5A,0.274631
ftzjwEaiwtw,125,F# minor,11A,0.289927
TJM8PcN_AYw,126,C minor,5A,0.298372
2kDinXI0bxM,125,D minor,7A,0.316737
H6IGIL38TRY,122,E minor,9A,0.255712
JCJF-wHa8x0,126,A minor,8A,0.159857
CXZtZ5OIQhk,126,B major,1B,0.213712
KCo42-aA6fA,122,C# minor,12A,0.145216
U-IBQ6lmp9g,126,C minor,5A,0.304701
5d64E1RaDJk,125,F# minor,11A,0.226979
9D28TerCR30,125,D# minor,2A,0.259296
b45ANn38xJg,125,D major,10B,0.175551
RWJZAmYi0js,125,F# minor,11A,0.272674
NPHo6sZAJs4,125,G# minor,1A,0.211592
kEePisUz1V4,125,C major,8B,0.153642
qVu0-Vr-Zk4,126,A# major,6B,0.256617
a0KllxDlee8,125,C# major,3B,0.128502
OxhHuTemID8,128,D major,10B,0.295127
DCw8uoXSQbQ,126,A major,11B,0.269691
sdl7PZmlGQI,131,C major,8B,0.262276
3yK-qPpAQCg,126,F# minor,11A,0.308189
DBMfH97r6jM,128,C# major,3B,0.286047
JhXq_-_jSEk,128,D# minor,2A,0.321993
iWqQQBs_Rg0,126,A minor,8A,0.321023
jc4r2_4K41o,128,C# minor,12A,0.209428
nHw1Q8XfQS8,125,F# minor,11A,0.326873
W2_bwJFJUFA,115,C# major,3B,0.291824
yYqji75ZvjU,115,G# minor,1A,0.27084
JRHqJwIZqPY,115,D minor,7A,0.402217
mTG4fT9xHdU,117,C minor,5A,0.289663
l8S-H9_R0co,176,F# minor,11A,0.375955
n94ScjPSAGc,117,A# minor,3A,0.053838
Fl0TXjUg32Y,88,F# major,2B,0.538752
pnaR6Agrk-0,117,C minor,5A,0.552566
wCoktK-gNd0,88,D minor,7A,0.426934
d0TcX-9AzqQ,85,E minor,9A,0.221418
4ws6bxoDSyc,106,C# major,3B,0.234682
JZHO7Abv2AE,106,D minor,7A,0.232482
urieiDt74I4,120,B major,1B,0.297219
m-iOArhJjCY,120,D# minor,2A,0.301124
k_MWuP2Qj7U,141,G# minor,1A,0.361818
rtU3iHpt0hM,141,C# minor,12A,0.147533
uIlZxUxFzaw,141,A# major,6B,0.221688
dx7vthdCPhY,141,D minor,7A,0.240806
qvn975Dzfyg,137,D# minor,2A,0.229497
60sh3G1T58E,125,A major,11B,0.208841
3lST9NU2ybg,131,F# minor,11A,0.211201
QLFNuDqvSPM,128,A# minor,3A,0.29624
Mg9Ot6ZlDWU,125,G# minor,1A,0.276398
Ntrqq2vYydk,125,D minor,7A,0.308019
imw0V3cH1vE,125,C# minor,12A,0.33594
gneyNDYi20U,128,F# major,2B,0.256146
n-LOvr-OlBQ,125,C minor,5A,0.21474
zdjW0s5an9I,126,G# minor,1A,0.307
ncQ6qCkjfAQ,125,F# minor,11A,0.243106
nkJq88ulBRE,125,F minor,4A,0.309104
5mUm0cv7T1c,128,F minor,4A,0.202803
2PTwxUHxmec,128,B major,1B,0.243132
plTNCTgNzb8,128,C# minor,12A,0.229134
VcqMasnMHMw,140,F minor,4A,0.107276
HQO2lbArmp0,87,E minor,9A,0.274951
CW06IihvX3c,87,F minor,4A,0.316831
tQDfDQfLYYM,117,B major,1B,0.254652
y4sURWk3VIc,117,E minor,9A,0.26879
XZ1-mM5hmU8,115,G# minor,1A,0.48132
2kmZmZXcUiw,170,E minor,9A,0.369229
7H1yP4_t19k,115,C major,8B,0.342677
EIv4_pFqS80,87,F minor,4A,0.480876
dYAmRj5T_ho,115,F major,7B,0.367225
vDuACqJYleU,115,A major,11B,0.237596
ZKHH-BAzmTo,117,G# minor,1A,0.279201
QIsQFnVFbOg,122,C# major,3B,0.315264
15ijaL25BAQ,122,D minor,7A,0.242685
fgaAU_dHs3g,122,D minor,7A,0.254557
V4LT3sRvfYs,120,C major,8B,0.132933
jF_hBX-6x9s,125,A major,11B,0.282459
mEZwHZoTm2w,120,D major,10B,0.309411
fdNSInC6axc,122,D minor,7A,0.218627
LKt3PrvLDl0,122,C minor,5A,0.268641
5MZwbPiEjOE,120,E minor,9A,0.187144
ahrGAS6rYyw,125,D minor,7A,0.279767
vaOvptCVkcI,152,D# minor,2A,0.258588
4T8knUdniJI,125,C major,8B,0.318034
NROSBEP2jUs,125,G minor,6A,0.141395
583KQDgLryM,117,A minor,8A,0.208007
b9_M5gXmfXY,115,D major,10B,0.222064
GSNxQKhNrwI,125,D minor,7A,0.224782
F06LzB-eDqU,125,B major,1B,0.235975
hD2Q71TySIs,123,E major,12B,0.264428
L4NhS91pLd0,128,C# minor,12A,0.28242
Pl7pqQn1NU8,126,C minor,5A,0.103405
FFo-DHOX0BM,126,D minor,7A,0.278537
mYns3IxKA_4,128,F# major,2B,0.156927
6UXO_SumKlE,129,A minor,8A,0.281562
gt7p4RHO9To,120,D minor,7A,0.246153
Yw6TU573hSg,128,C# major,3B,0.379642
7UjsP7DvRvo,125,C major,8B,0.220831
QiCiNXvQ1VA,128,D# minor,2A,0.212078
a5OImhbqHkg,128,C# minor,12A,0.163903
PmTu_JBLbfU,128,G major,9B,0.130636
kuELVNchhHI,128,E minor,9A,0.171518
YZ2YuBy4Ujs,128,A minor,8A,0.237646
wrb7mbNEvhs,120,C minor,5A,0.252918
n0PQQqjyeHo,122,F# major,2B,0.236703
FzE8TcNT_JM,122,D major,10B,0.208169
91jn6bfbl2Y,122,D minor,7A,0.292599
icGvf4q1O3M,115,F minor,4A,0.179211
OvmADvzaLRA,120,A minor,8A,0.099765
d3poZ6iTZTE,117,G major,9B,0.199994
C6YoCW_WCQI,120,D minor,7A,0.205801
-WgJUikvLEc,125,A major,11B,0.269264
adTvWW8BNvk,128,D minor,7A,0.245864
WWSSyy64Xoc,125,E major,12B,0.157705
IegYY_-ErN4,103,C# minor,12A,0.305782
5IFbM1PWJP8,131,F# minor,11A,0.320838
rBOW5moZxek,131,D minor,7A,0.312331
leZXaaauwtw,120,D major,10B,0.299249
I6D0bYDO57M,65,D# minor,2A,0.229267
03QkCkVvSIw,120,D# minor,2A,0.290222
BETSXpZl_vA,106,G# minor,1A,0.25483
vks889HB6JY,122,C# minor,12A,0.363445
EUezuMVXX6I,157,C minor,5A,0.283694
6xpBvO87H1A,125,C# minor,12A,0.08682
zcAUi4dTs1k,129,C minor,5A,0.289724
qYM0drnJCn8,122,F# minor,11A,0.316851
bCwTXtksPU4,129,B minor,10A,0.259352
6Oi4aUdQ94k,117,C major,8B,0.315777
JLb4lI6jYls,128,C# minor,12A,0.203965
WQOXcNKUYYk,129,D# minor,2A,0.320328
sGYzpBoxa-w,148,D# minor,2A,0.258762
opU1qlojX7A,128,D# minor,2A,0.364043
Diggx0MHI1I,128,A major,11B,0.322962
Zg7YccpRUHM,126,A# minor,3A,0.349806
3WVQ08b8m2M,126,C# minor,12A,0.408513
QlT4Htj4FBA,126,B minor,10A,0.314464
1N-DVHqNMkY,128,A minor,8A,0.130081
fXoB4M51Iks,64,A major,11B,0.159275
G16RWsHHIjE,128,A major,11B,0.339213
dkV0NWc-pyc,137,A# major,6B,0.357671
h_dk2tLitLs,137,B minor,10A,0.238735
0Q7m7b-j8dI,131,D# minor,2A,0.345738
kPkBgIvzEzI,128,B minor,10A,0.257564
JQvbDJ7yyF0,128,B minor,10A,0.315096
ppRxNsrV6jc,117,D minor,7A,0.214684
BVBi_UfMhUE,115,A minor,8A,0.178164
RvtREhzlo_k,157,A minor,8A,0.271171
ezU9bQunGPE,122,C minor,5A,0.156107
Z9cC9F-PnUI,120,C major,8B,0.235163
zhzz484DzbE,125,D# minor,2A,0.22534
MOc5LXeWWcw,122,E minor,9A,0.234982
nYi5Av2lStU,120,C# major,3B,0.192823
Ug4hS6tnszg,125,C# major,3B,0.176327
cv_eCpIrNxE,120,G# major,4B,0.154885
xM6751YtdWI,122,G minor,6A,0.094899
aYU0Dq5fOAM,131,E minor,9A,0.218845
z2JFdfucLUk,131,F# minor,11A,0.217291
ZKg7O-BLzUI,129,F major,7B,0.243279
1Q4q2RxT1Yw,134,C# minor,12A,0.249836
Vt3WA_fz9Mk,137,F# minor,11A,0.293329
dW5XOvzJaQE,131,A minor,8A,0.278274
wKJVVkzo7fA,134,C# major,3B,0.364691
82I9agJyW_w,129,B major,1B,0.266253
xrNkttDgk_A,131,G# major,4B,0.271353
SDXm4zNYUyc,122,F minor,4A,0.229159
fH7qnIdvUoY,120,C minor,5A,0.209964
jAEzxXhbPaY,125,C major,8B,0.192259
lL9EGk7vzqM,125,A major,11B,0.258505
WSa8MXlUuBE,125,F minor,4A,0.375817
bB7M73txeH0,125,C# minor,12A,0.246114
GwLBKyQcYno,125,B major,1B,0.204076
PSCRTd9idn0,125,F# minor,11A,0.209409
5AwZSNerDXk,122,E major,12B,0.193021
ES3WLA0LFCI,125,D# minor,2A,0.220569
QK8u1enRo0U,125,D minor,7A,0.388302
PNg5C0D1w04,125,A major,11B,0.225325
lz1OqY85SUo,125,F minor,4A,0.330677
_XWu5t9RKR8,125,G# minor,1A,0.263827
N2fgk_NaGgk,125,F minor,4A,0.249616
xx0aUHLF9uY,128,F major,7B,0.231634
WvQtar20f_Q,128,A# minor,3A,0.175113
1zvTH9r96gY,128,D minor,7A,0.348532
VFVn-EJOAWc,128,B minor,10A,0.15254
jMPTPGNgp6E,134,E minor,9A,0.203051
VWPFY5-v6ag,125,D minor,7A,0.326554
EpbjEttizy8,125,B minor,10A,0.161938
s8VzFeOUM8s,125,D minor,7A,0.289413
pc1-auzZ2fQ,128,F minor,4A,0.284947
TqN-Cnp9i04,167,C minor,5A,0.190971
n_syk2evVbw,122,F major,7B,0.312983
D1emJjceJnk,128,F minor,4A,0.211054
nTutbxFYsNs,128,E minor,9A,0.329559
QG849Fsfftk,128,F major,7B,0.263129
mWodCOFut5Y,131,E minor,9A,0.29324
s5cW8BAeeXw,141,F# major,2B,0.269687
oRMwSEKb_1c,131,A major,11B,0.239279
ub8ZPcij6WE,141,D minor,7A,0.178659
zESlemPLTeQ,137,G minor,6A,0.286883
R-c8-kamyZE,141,C minor,5A,0.135814
Rm6IFQu9FZY,141,E minor,9A,0.088795
6H3Tz59E3ys,120,D minor,7A,0.300505
X_nLPPWoGw4,125,F major,7B,0.260148
D9MD_q_F_WQ,122,G major,9B,0.19864
gdv1E3y2RuA,122,E major,12B,0.216937
_S3qqekio8Y,122,E minor,9A,0.295082
GIEwtZRSY44,122,B major,1B,0.368838
B9WG6Jeybpc,122,B minor,10A,0.310307
Yt6avzqblQw,161,A# minor,3A,0.153143
byTO-HNbCHM,125,D minor,7A,0.132967
UTystsYPMbo,126,G# minor,1A,0.177814
enE2SVTOcCk,125,G minor,6A,0.305446
wuL-tspDwoE,125,E minor,9A,0.216097
ZRSUL--N2XI,128,F# minor,11A,0.196431
nj8x9xy7-uw,125,D# minor,2A,0.238192
AM3Yfy7-WXI,125,D major,10B,0.214358
jWVXyAzkLlo,131,E minor,9A,0.047799
CnzFLSMBis4,131,C# minor,12A,0.268063
4s3ChFPJi6w,128,F# major,2B,0.275048
95sqAk4IVIQ,123,C# minor,12A,0.270777
-PfMo-ElwLA,125,C major,8B,0.311254
W76lRkUADHE,125,C# minor,12A,0.214155
J43vvB1-88I,122,B minor,10A,0.294302
6TZNswuqV3s,125,D# minor,2A,0.319091
RPL0KOdxsPI,83,D# minor,2A,0.355807
AF5bLrtd8ck,140,A minor,8A,0.206089
b4TSDMIzDPs,137,G# major,4B,0.140866
liecbO4MdZ0,137,F major,7B,0.081777
8roKPW4zmaU,95,E minor,9A,0.164981
6yuGOwFPego,134,D minor,7A,0.157757
1tb-2qUNXCU,120,D major,10B,0.120059
HjwxPM8Plv0,128,D minor,7A,0.158156
4aJxcxemacg,122,A# major,6B,0.129908
WRO5iKRf0uA,122,C# minor,12A,0.140621
p8fq55H-luU,115,A minor,8A,0.169964
KFXxoxtfSvo,120,A major,11B,0.151555
6D5BZ4ITC8U,120,E major,12B,0.182978
hwHkSZYLK44,134,E major,12B,0.204801
jk_OZKBPT2o,122,C# minor,12A,0.21739
fnF5Cs9Fm54,110,A# minor,3A,0.209178
0Ry7pMnAbkA,129,G major,9B,0.104757
mA2bgPYDYvU,128,C minor,5A,0.334934
MKNQWrofQ5Y,102,G# minor,1A,0.230128
ez53vS2Mpug,131,G minor,6A,0.334348
bJbQWDR6lRs,129,G# major,4B,0.372717
i5getrSq6G8,128,E major,12B,0.296875
r6uZKUrH9jE,117,F# minor,11A,0.043365
19R1wBRPLYc,128,C major,8B,0.219853
mHeuqLKNI7I,128,D# major,5B,0.220312
TBnWWbnUcYc,128,D# major,5B,0.232485
ZzmXJTWk6XE,128,C major,8B,0.249945
Yutw9JRU_wM,128,F minor,4A,0.316876
0MN3rfL79EU,128,F minor,4A,0.223132
RFL7rlDkY0Q,128,D# minor,2A,0.2822
t_kJ5Dyb56w,128,C# major,3B,0.330971
Wssu57w9djA,125,F# minor,11A,0.339627
ABVQHli5idI,125,C# major,3B,0.285012
_WVu-m9A4co,129,F minor,4A,0.333273
KSjIH0IPaP4,128,C minor,5A,0.254916
otEXMiCKPgY,128,D# major,5B,0.300675
GpmwNxvmTp0,128,B minor,10A,0.181935
4fkDIRdTLb4,128,F minor,4A,0.229371
sZkMOmj7f5g,129,F minor,4A,0.241539
FQVQsLhIZsY,128,G# minor,1A,0.36207
pmsqm0khgII,128,G# major,4B,0.301515
_rNayfs9k74,131,C major,8B,0.390232
c9RzUYnIWQs,128,C major,8B,0.30756
c54ikuasWOI,128,C minor,5A,0.300099
nqNGSzK6rOE,128,A minor,8A,0.0753
pMJ03EwwHrs,87,G minor,6A,0.393309
3lfe2zv48Fo,117,G# major,4B,0.28138
5p8FAIgyHAw,115,C# minor,12A,0.296817
aQtDTb3oE78,87,E minor,9A,0.249161
ZWQtVaV1Mus,87,F# minor,11A,0.362278
iJtWCHRqpaQ,117,G minor,6A,0.438343
Uv-Av71S7Jk,115,E minor,9A,0.403236
XiCzQfaow1Y,176,F minor,4A,0.470735
m2aURHHdj7w,128,G minor,6A,0.370611
BKQwwNy5LQ8,128,A major,11B,0.286826
tllJM-zt7cg,128,G minor,6A,0.225543
pnrMNu32mS8,125,A minor,8A,0.327979
gzJLbOJCEYk,102,C# major,3B,0.236576
H9SatQ7JM4E,122,F minor,4A,0.285898
ij4nFuIAxbY,128,E major,12B,0.221651
X86gopZ6MTA,125,D# minor,2A,0.283373
RtSvWEENjuY,125,D minor,7A,0.162622
9J33fblPJDI,125,D major,10B,0.341321
Mtu3hGKpFPg,126,C major,8B,0.330563
OTV89SSpm9o,125,F# minor,11A,0.272727
ViOF32yjtzE,125,A# minor,3A,0.199103
n7_NKBFuxq0,125,D minor,7A,0.324178
EXGKSNa0PBU,125,D# minor,2A,0.258122
tvcdPepoZyQ,125,D minor,7A,0.246485
3cIMw_AxMF4,125,D# minor,2A,0.261802
UbzbUJxeARc,125,G# major,4B,0.332488
voCckdfn-5c,123,D minor,7A,0.299671
X1aN1RLYBL4,120,C# minor,12A,0.20658
3_wH-H9A2TI,129,D# minor,2A,0.28127
066fe4xI3bE,125,E major,12B,0.224595
0fOHh5Q7Q1E,117,C minor,5A,0.212343
tyy6TTzAYpA,122,D# minor,2A,0.218709
Qj4Gy7fSArM,120,F major,7B,0.227676
D31qwPcHZys,122,G minor,6A,0.196536
Kexs9BEkgW4,122,F minor,4A,0.228236
7bDYj_8U-qM,125,D minor,7A,0.230876
bdBFijVurI0,133,F minor,4A,0.128927
Ed4xPFvLk_U,128,E minor,9A,0.409745
Ykx5s_CQEXo,122,F minor,4A,0.174988
RUjLjYBaBJY,122,A# major,6B,0.229815
iE3rpbU0J2M,170,C minor,5A,0.113701
N3o1lrcJZcw,91,F minor,4A,0.226692
qB8aIx2l0UU,125,A minor,8A,0.194057
nIEENoi2xNk,91,F minor,4A,0.310074
ts7AXx8WFe0,92,D# minor,2A,0.264902
IRCcuAJ9A7k,125,F minor,4A,0.219851
ULQi88VsMKM,87,D minor,7A,0.477042
kvReOXV9Jrw,115,G minor,6A,0.192746
Pag7uKcHmV8,140,A# minor,3A,0.352282
cyE75tlx3xc,117,B major,1B,0.374283
2j1xHesEC8g,170,C# major,3B,0.200393
1KC6gi0zcA8,115,A# major,6B,0.410514
Iwce1g1am4Q,115,B minor,10A,0.246902
K52uPkvPXbA,87,D minor,7A,0.243753
e2UCOSxBlGk,122,E minor,9A,0.242589
W0smAbPJm_I,170,F# minor,11A,0.553803
F7xpeYTpPGo,115,A# major,6B,0.460173
QizHDHk9vTA,117,E minor,9A,0.441032
qj-KIEwQ6cY,115,B major,1B,0.233166
hnWV8324KPI,110,D# major,5B,0.255436
6hljVnd8X6U,122,D# minor,2A,0.164713
U4t53ApWzDE,122,E minor,9A,0.262974
_9dbNbA99i4,122,D major,10B,0.223289
_Xy8MNLi8N4,122,F# major,2B,0.261549
Fq7dpoGx6Bc,117,D minor,7A,0.1706
eNSzrJVSeSQ,123,C minor,5A,0.247905
WuLSbB-S2_g,120,A# minor,3A,0.180427
o77HE3RiP9M,123,F major,7B,0.28315
dlUsksqxZds,123,D minor,7A,0.215353
EpcfTFGkkTQ,125,C major,8B,0.319165
7atSl-fgviM,120,A major,11B,0.230161
m4GpA9B0g3Q,122,A major,11B,0.233606
Isiia8T08DU,122,D major,10B,0.319868
C9n6Zob0Dqg,122,C# major,3B,0.372737
OIIJg_zuSQQ,123,F major,7B,0.236449
TA6Hj1DlhhM,123,C major,8B,0.28876
CW1mSzuSDDQ,125,D minor,7A,0.249986
l2DctBxfLhk,122,F major,7B,0.284681
H00J8bja76g,122,B major,1B,0.312658
ubYiCX_LmaU,122,C# minor,12A,0.249856
kIzi8UYn3ms,123,A# minor,3A,0.235912
1W07u8XluO0,128,F major,7B,0.231107
CvUp3P9sLO4,120,D minor,7A,0.050192
Pwvxtg1_zAs,128,C# minor,12A,0.174633
DQEv5ldf2n0,128,A major,11B,0.291839
C3P2p4MhaWI,125,B minor,10A,0.118789
xddT-pyq0TU,122,B major,1B,0.258039
Sj2tTDCMcoU,128,B major,1B,0.2361
K8g6DNghsis,128,A# minor,3A,0.279325
uYpwp10zMdg,128,B minor,10A,0.249444
XTslBeoVmuA,131,F major,7B,0.209567
DxTbK1zPB44,125,F major,7B,0.194384
y_NZyxL0WhE,125,C# major,3B,0.196011
kydOvr2EaHg,134,E minor,9A,0.319482
1Rh-eTilrdM,125,E minor,9A,0.292664
TGIvgaCHtck,126,A# minor,3A,0.337258
9gYV_Hqe9S8,125,G# major,4B,0.351529
hFHEYysQGmI,125,G minor,6A,0.220055
